Shimadzu measurement
Filename
761Labor_aprilis_14_73Mg.dat
Identifier
2mN/s meres
Date 2016:4:14
Time 11:36
Indentsize=0 [æm]
 Time [s]         Load [mN]       Displ [æm] 
      4.699993     77.265225      1.460084
      4.749994     78.221459      1.471411
      4.799996     79.176675      1.482947
      4.849999     80.145015      1.495466
      4.900001     81.091594      1.507587
      4.950003     82.038122      1.519229
      4.999975     83.002913      1.530439
      5.049977     83.959728      1.541505
      5.099979     84.903871      1.552990
      5.149981     85.853698      1.564425
      5.199984     86.800707      1.575266
      5.249986     87.757997      1.585877
      5.299989     88.710502      1.596160
      5.349990     89.666025      1.606452
      5.399992     90.625484      1.616691
      5.449995     91.572617      1.627005
      5.499997     92.533070      1.637203
      5.549999     93.489032      1.647725
      5.600002     94.434848      1.659330
      5.650003     95.392286      1.670995
      5.699975     96.351638      1.682410
      5.749977     97.303556      1.693598
      5.799980     98.254279      1.703973
      5.849982     99.206366      1.714043
      5.899984    100.161512      1.723472
      5.949986    101.115140      1.733240
      5.999988    102.068621      1.742703
      6.049991    103.025022      1.752135
      6.099993    103.980389      1.761966
      6.149995    104.936046      1.771791
      6.199997    105.887691      1.781549
      6.249999    106.833895      1.791002
      6.300001    107.792902      1.800060
      6.350004    108.741459      1.809066
      6.399976    109.692817      1.817538
      6.449978    110.646698      1.826444
      6.499979    111.590641      1.835315
      6.549982    112.550055      1.844275
      6.599984    113.506302      1.853193
      6.649986    114.465193      1.861769
      6.699989    115.419749      1.870403
      6.749991    116.375896      1.879455
      6.799993    117.334087      1.888761
      6.849995    118.285571      1.897992
      6.899997    119.234681      1.907032
      6.950000    120.196304      1.915717
      7.000002    121.154540      1.924205
      7.050004    122.108506      1.932821
      7.099975    123.059850      1.941247
      7.149978    124.009446      1.949989
      7.199980    124.972726      1.959018
      7.249982    125.934283      1.968242
      7.299985    126.886357      1.977276
      7.349987    127.844543      1.986078
      7.399989    128.798464      1.994549
      7.449990    129.752210      2.002661
      7.499992    130.708849      2.011000
      7.549995    131.668092      2.019420
      7.599997    132.616251      2.027853
      7.649999    133.568473      2.036297
      7.700002    134.521299      2.044690
      7.750003    135.477111      2.053099
      7.799975    136.430726      2.061399
      7.849977    137.390300      2.070333
      7.899980    138.343030      2.079412
      7.949982    139.299975      2.088377
      7.999984    140.262545      2.097238
      8.049986    141.213089      2.105824
      8.099988    142.169898      2.113734
      8.149991    143.123190      2.121403
      8.199993    144.075149      2.128671
      8.249995    145.031401      2.135883
      8.299998    145.984802      2.143412
      8.349999    146.935028      2.151165
      8.400001    147.888499      2.158692
      8.450004    148.840619      2.166381
      8.499976    149.792743      2.174095
      8.549978    150.747313      2.181648
      8.599979    151.702862      2.189178
      8.649982    152.663566      2.196749
      8.699984    153.618533      2.204234
      8.749986    154.578103      2.211397
      8.799989    155.532659      2.218638
      8.849991    156.491859      2.225948
      8.899993    157.453407      2.233199
      8.949995    158.409134      2.240457
      8.999997    159.360842      2.247355
      9.050000    160.319310      2.254418
      9.100002    161.280198      2.261446
      9.150004    162.242656      2.268199
      9.199975    163.198591      2.275009
      9.249978    164.158422      2.281382
      9.299980    165.118096      2.287606
      9.349982    166.077629      2.293817
      9.399985    167.038256      2.300079
      9.449987    167.998037      2.306509
      9.499988    168.950342      2.312722
      9.549991    169.909347      2.319047
      9.599993    170.866447      2.325289
      9.649996    171.826105      2.331639
      9.699998    172.787455      2.337781
      9.750000    173.741172      2.343736
      9.800002    174.711824      2.349645
      9.850004    175.672082      2.355573
      9.899976    176.634583      2.361397
      9.949978    177.599711      2.367127
      9.999981    178.555609      2.373016
     10.049982    179.512354      2.379110
     10.099984    180.473523      2.385266
     10.149987    181.437454      2.391477
     10.199989    182.408753      2.397617
     10.249992    183.376918      2.403692
     10.299994    184.252539      2.409526
     10.349995    185.027780      2.415082
     10.399998    185.740146      2.420204
     10.450000    186.370289      2.424875
     10.500002    186.939248      2.429201
     10.550005    187.453753      2.433155
     10.599977    187.910094      2.436775
     10.649978    188.320190      2.440216
     10.699980    188.697822      2.443313
     10.749983    189.028535      2.446345
     10.799985    189.333501      2.449073
     10.849987    189.600035      2.451712
     10.899990    189.842968      2.453903
     10.949991    190.057946      2.455998
     10.999994    190.259971      2.458005
     11.049996    190.432638      2.459872
     11.099998    190.594752      2.461858
     11.150001    190.742486      2.463584
     11.200003    190.871784      2.464894
     11.250004    190.993036      2.466072
     11.299976    191.105824      2.467255
     11.349979    191.203061      2.468442
     11.399981    191.286302      2.469449
     11.449983    191.359998      2.470355
     11.499986    191.429987      2.471292
     11.549987    191.494197      2.472136
     11.599989    191.555038      2.473018
     11.649992    191.599419      2.473811
     11.699994    191.647297      2.474525
     11.749997    191.687335      2.475290
     11.799998    191.718486      2.475856
     11.850000    191.747133      2.476244
     11.900003    191.774135      2.476409
     11.949975    191.799048      2.476681
     11.999977    191.819638      2.477108
     12.049979    191.845494      2.477370
     12.099981    191.867543      2.477911
     12.149983    191.884946      2.478459
     12.199985    191.904882      2.478831
     12.249988    191.921602      2.478921
     12.299990    191.934820      2.479124
     12.349993    191.943054      2.479490
     12.399994    191.860131      2.479636
     12.449996    191.684181      2.479523
     12.499999    191.434881      2.479361
     12.550001    191.109802      2.478971
     12.600003    190.721405      2.478925
     12.649975    190.271137      2.478517
     12.699977    189.760915      2.478150
     12.749978    189.208939      2.477820
     12.799980    188.628542      2.477279
     12.849983    188.007306      2.476731
     12.899985    187.354808      2.476298
     12.949987    186.657085      2.475726
     12.999990    185.945515      2.475211
     13.049991    185.206223      2.474564
     13.099994    184.445644      2.473860
     13.149996    183.662245      2.473288
     13.199998    182.861969      2.472711
     13.250001    182.036739      2.471948
     13.300003    181.207360      2.471323
     13.350004    180.357769      2.470699
     13.399976    179.499141      2.470015
     13.449979    178.634211      2.469522
     13.499981    177.761779      2.468773
     13.549983    176.879542      2.468037
     13.599986    175.985430      2.467193
     13.649987    175.083072      2.466432
     13.699989    174.181226      2.465626
     13.749992    173.270076      2.464412
     13.799994    172.357266      2.463563
     13.849997    171.439300      2.462495
     13.899998    170.517915      2.461350
     13.950000    169.590400      2.460441
     14.000003    168.660420      2.459623
     14.049975    167.728832      2.458766
     14.099977    166.797628      2.457810
     14.149979    165.861887      2.456951
     14.199981    164.927555      2.455933
     14.249983    163.991440      2.454956
     14.299985    163.057383      2.454076
     14.349988    162.119073      2.452979
     14.399990    161.178158      2.452054
     14.449993    160.229404      2.450915
     14.499994    159.281529      2.449768
     14.549996    158.335667      2.448736
     14.599999    157.381851      2.447563
     14.650001    156.433694      2.446507
     14.700003    155.486966      2.445435
     14.749975    154.538475      2.444531
     14.799977    153.581071      2.443657
     14.849979    152.626633      2.442564
     14.899981    151.674254      2.441459
     14.949984    150.726168      2.440220
     14.999986    149.774624      2.438983
     15.049988    148.821186      2.437931
     15.099990    147.872758      2.436801
     15.149992    146.919074      2.435784
     15.199995    145.970426      2.434685
     15.249997    145.020205      2.433697
     15.299999    144.067348      2.432685
     15.350001    143.110288      2.431469
     15.400003    142.156770      2.430314
     15.449975    141.198504      2.429091
     15.499977    140.240849      2.428112
     15.549980    139.281911      2.427048
     15.599982    138.330366      2.426152
     15.649983    137.379368      2.425162
     15.699986    136.415437      2.424149
     15.749988    135.457565      2.423299
     15.799990    134.503927      2.422228
     15.849993    133.552877      2.421203
     15.899995    132.589509      2.420159
     15.949997    131.630313      2.418914
     15.999999    130.667548      2.417732
     16.050001    129.713778      2.416425
     16.100004    128.759558      2.415126
     16.149976    127.798830      2.413957
     16.199978    126.837738      2.413027
     16.249979    125.888525      2.412129
     16.299982    124.940238      2.411260
     16.349984    123.987291      2.410172
     16.399986    123.030149      2.409315
     16.449989    122.081440      2.408239
     16.499991    121.131165      2.407271
     16.549993    120.175208      2.406033
     16.599995    119.217189      2.404979
     16.649997    118.265249      2.403787
     16.700000    117.316338      2.402959
     16.750002    116.358558      2.402274
     16.800004    115.406221      2.401353
     16.849975    114.449019      2.400340
     16.899978    113.499646      2.399368
     16.949980    112.539617      2.398493
     16.999982    111.577934      2.397462
     17.049985    110.620254      2.396472
     17.099986    109.671061      2.395337
     17.149988    108.711194      2.394072
     17.199991    107.769188      2.393055
     17.249993    106.813349      2.391957
     17.299996    105.855436      2.391091
     17.349998    104.898708      2.390067
     17.399999    103.943047      2.388962
     17.450002    102.984684      2.387907
     17.500004    102.033656      2.386836
     17.549976    101.080072      2.385871
     17.599978    100.129072      2.384759
     17.649981     99.161475      2.383636
     17.699982     98.204578      2.382686
     17.749984     97.264023      2.381770
     17.799987     96.316814      2.380763
     17.849989     95.363617      2.379490
     17.899991     94.407471      2.378406
     17.949994     93.452944      2.377125
     17.999995     92.504147      2.375849
     18.049998     91.557455      2.374641
     18.099999     90.603502      2.373309
     18.150001     89.664986      2.371988
     18.200004     88.709237      2.370860
     18.249976     87.755067      2.369479
     18.299978     86.787059      2.368236
     18.349979     85.827960      2.366873
     18.399982     84.876879      2.365341
     18.449984     83.920807      2.363841
     18.499986     82.964516      2.362734
     18.549989     82.005586      2.361494
     18.599991     81.055877      2.360317
     18.649993     80.096767      2.359197
     18.699995     79.142015      2.358128
     18.749997     78.195456      2.356982
     18.800000     77.250778      2.355707
     18.850002     76.283378      2.354620
     18.900004     75.333982      2.353643
     18.949975     74.372102      2.352274
     18.999978     73.425843      2.351226
     19.049980     72.466786      2.349733
     19.099982     71.509639      2.348633
     19.149985     70.560925      2.347522
     19.199986     69.609424      2.346399
     19.249988     68.650533      2.345023
     19.299991     67.702081      2.343662
     19.349993     66.751427      2.342315
     19.399996     65.801842      2.340614
     19.449998     64.858714      2.339023
     19.499999     63.909189      2.337346
     19.550002     62.962451      2.336021
     19.600004     62.001133      2.334766
     19.649976     61.051717      2.333394
     19.699978     60.097754      2.332219
     19.749981     59.143971      2.330857
     19.799982     58.191571      2.329325
     19.849984     57.231869      2.327886
     19.899987     56.271091      2.326591
     19.949989     55.312395      2.325303
     19.999991     54.359846      2.323778
     20.049994     53.404283      2.322222
     20.099995     52.441126      2.320517
     20.149998     51.485171      2.318860
     20.200000     50.527765      2.317430
     20.250002     49.558676      2.315837
     20.300005     48.604097      2.314282
     20.349977     47.651591      2.312638
     20.399978     46.696067      2.310976
     20.449980     45.742710      2.309601
     20.499983     44.782149      2.308181
     20.549985     43.818765      2.306537
     20.599987     42.864438      2.304752
     20.649990     41.904834      2.302841
     20.699991     40.950246      2.301364
     20.749994     40.002616      2.299792
     20.799996     39.040493      2.298315
     20.849998     38.090353      2.296742
     20.900001     37.128414      2.295143
     20.950002     36.172946      2.293155
     21.000004     35.216587      2.291060
     21.049976     34.254545      2.288748
     21.099979     33.301425      2.286545
     21.149981     32.343518      2.284317
     21.199983     31.382523      2.281764
     21.249985     30.429125      2.279160
     21.299987     29.475851      2.276512
     21.349989     28.519636      2.273884
     21.399992     27.566879      2.271275
     21.449994     26.614180      2.268683
     21.499997     25.664587      2.266167
     21.549998     24.711685      2.263414
     21.600000     23.747260      2.260998
     21.650003     22.796269      2.258395
     21.700005     21.841498      2.255748
     21.749977     20.882716      2.253061
     21.799979     19.922764      2.250276
     21.849981     18.967864      2.247403
     21.899983     18.016289      2.244573
     21.949985     17.055500      2.241905
     21.999988     16.101678      2.239015
     22.049990     15.153514      2.236169
     22.099992     14.198847      2.233181
     22.149994     13.253586      2.230065
     22.199996     12.294817      2.226894
     22.249999     11.340371      2.223308
     22.300001     10.387984      2.217577
     22.350003      9.445385      2.206988
     22.400005      8.491454      2.178109
     22.449977      7.560283      2.098040
     22.499979      6.619688      1.925818
     22.549981      5.876915      1.671329
     22.599984      5.282882      1.402432
     22.649986      4.847742      1.214503
     22.699987      4.546449      1.169332
     22.749990      4.361957      1.194962
     22.799992      4.289299      1.255628
     22.849994      4.325837      1.329698
     22.899997      4.454548      1.406187
     22.949999      4.662552      1.480277
     23.000001      4.942531      1.549643
     23.050003      5.289729      1.613538
     23.099975      5.702916      1.672264
     23.149977      6.168169      1.725788
     23.199980      6.685165      1.774632
     23.249982      7.249341      1.819018
     23.299983      7.852315      1.859210
     23.349986      8.492038      1.895688
     23.399988      9.157513      1.929068
     23.449989      9.846774      1.959659
     23.499992     10.564766      1.987496
     23.549994     11.311668      2.012671
     23.599997     12.079707      2.035695
     23.649998     12.930857      2.056478
     23.700000     13.727409      2.075670
     23.750003     14.542575      2.093066
     23.800005     15.362895      2.108722
     23.849977     16.202503      2.123056
     23.899979     17.046653      2.136079
     23.949981     17.904045      2.148227
     23.999983     18.781291      2.159283
     24.049985     19.658704      2.169599
     24.099988     20.544202      2.179310
     24.149990     21.435146      2.188112
     24.199992     22.334654      2.196094
     24.249994     23.238206      2.203584
     24.299996     24.150281      2.210568
     24.349999     25.063924      2.217159
     24.400001     25.982029      2.223641
     24.450003     26.907202      2.229535
     24.499975     27.830192      2.235145
     24.549977     28.762812      2.240439
     24.599979     29.690673      2.245203
     24.649981     30.627678      2.249673
