Shimadzu measurement
Filename
743Labor_aprilis_14_Ni.dat
Identifier
2mN/s meres
Date 2016:4:14
Time 9:50
Indentsize=0 [æm]
 Time [s]         Load [mN]       Displ [æm] 
     22.049990     13.280065      1.432600
     22.099992     12.321678      1.429833
     22.149994     11.355979      1.426733
     22.199996     10.393464      1.423638
     22.249999      9.434426      1.419998
     22.300001      8.483400      1.411106
     22.349973      7.546298      1.364102
     22.399974      6.592432      1.242390
     22.449977      5.847479      1.049657
     22.499979      5.278341      0.831702
     22.549981      4.838140      0.660506
     22.599984      4.540837      0.594139
     22.649986      4.360546      0.591965
     22.699987      4.306928      0.627913
     22.749990      4.348396      0.681689
     22.799992      4.479101      0.741745
     22.849995      4.681577      0.801778
     22.899997      4.976721      0.859530
     22.949999      5.325360      0.913216
     23.000001      5.743507      0.962754
     23.050003      6.213225      1.008010
     23.099975      6.729966      1.049350
     23.149977      7.298184      1.086984
     23.199980      7.891369      1.121160
     23.249982      8.542425      1.152040
     23.299983      9.197956      1.180198
     23.349986      9.893526      1.205785
     23.399988     10.618418      1.229301
     23.449990     11.373972      1.250649
     23.499993     12.137589      1.269862
     23.549995     12.923724      1.287397
     23.599997     13.727682      1.303546
     23.649998     14.547681      1.318263
     23.700000     15.375403      1.331752
     23.750003     16.218622      1.344014
     23.799975     17.083110      1.355294
     23.849977     17.947822      1.365569
     23.899979     18.824330      1.374938
     23.949981     19.698638      1.383553
     23.999983     20.581341      1.391612
     24.049985     21.475264      1.398987
     24.099988     22.381113      1.406051
     24.149990     23.283660      1.412532
     24.199993     24.203375      1.418547
     24.249994     25.115959      1.424266
     24.299996     26.044708      1.429596
     24.349999     26.967864      1.434516
     24.400001     27.896973      1.439187
     24.449973     28.827776      1.443941
     24.499974     29.759495      1.448341
