      0.050002      0.009968      0.000718
      0.100004      0.014667      0.001182
      0.150007      0.034155      0.001721
      0.200009      0.029111      0.002756
      0.250011      0.100867      0.004053
      0.300013      0.269818      0.005770
      0.350015      0.512208      0.008292
      0.400017      0.828017      0.011538
      0.450020      1.216006      0.017694
      0.500022      1.656750      0.025860
      0.550025      2.159012      0.036688
      0.600026      2.701992      0.050278
      0.649998      3.295656      0.066416
      0.700000      3.911132      0.085212
      0.750003      4.563938      0.106157
      0.800005      5.243018      0.127632
      0.850006      5.957341      0.150744
      0.900009      6.697279      0.174597
      0.950011      7.450505      0.199848
      1.000013      8.219352      0.225932
      1.050016      9.024231      0.253313
      1.100018      9.834073      0.280703
      1.150020     10.666081      0.307795
      1.200022     11.500950      0.334803
      1.250024     12.354262      0.361795
      1.300027     13.213186      0.389323
      1.349998     14.085707      0.417089
      1.400001     14.967413      0.445314
      1.450002     15.856775      0.473462
      1.500005     16.749365      0.501604
      1.550007     17.649744      0.529250
      1.600009     18.551638      0.556451
      1.650012     19.454287      0.583923
      1.700014     20.367381      0.610662
      1.750015     21.289265      0.636803
      1.800018     22.213566      0.662770
      1.850020     23.130887      0.688216
      1.900023     24.054135      0.713071
      1.950025     24.988818      0.738126
      2.000027     25.924029      0.763483
      2.049998     26.863987      0.788685
      2.100001     27.800283      0.813014
      2.150003     28.738776      0.836742
      2.200005     29.685960      0.860904
      2.250008     30.618383      0.885397
      2.300009     31.565597      0.909089
      2.350011     32.505982      0.933341
      2.400014     33.449986      0.957976
      2.450016     34.402741      0.983260
      2.500018     35.350554      1.009006
      2.550021     36.294529      1.034375
      2.600022     37.251530      1.059343
      2.650025     38.198282      1.083890
      2.700027     39.149237      1.109095
      2.749999     40.095430      1.132451
      2.800001     41.039168      1.154448
      2.850004     41.995956      1.175527
      2.900005     42.940684      1.196512
      2.950007     43.891649      1.217718
      3.000010     44.836630      1.238390
      3.050012     45.791485      1.259193
      3.100014     46.739967      1.280417
      3.150017     47.689428      1.302266
      3.200018     48.637328      1.323334
      3.250021     49.600302      1.343088
      3.300023     50.556092      1.362454
      3.350025     51.510299      1.382630
      3.400028     52.467353      1.403474
      3.449999     53.414762      1.425530
      3.500001     54.375464      1.447028
      3.550003     55.324937      1.467353
      3.600006     56.280171      1.486011
      3.650008     57.233878      1.503231
      3.700010     58.183158      1.519705
      3.750013     59.141271      1.536730
      3.800014     60.095737      1.554249
      3.850016     61.042649      1.571969
      3.900019     61.998021      1.590054
      3.950021     62.945747      1.608039
      4.000024     63.896969      1.625996
      4.050025     64.851947      1.643988
      4.100027     65.809085      1.661096
      4.149999     66.758401      1.677959
      4.200002     67.709222      1.694905
      4.250003     68.659568      1.712415
      4.300005     69.613757      1.730005
      4.350008     70.562251      1.747484
      4.400010     71.517214      1.764741
      4.450011     72.472509      1.781738
      4.500014     73.426879      1.798377
      4.550016     74.380419      1.814024
      4.600018     75.330159      1.829510
      4.650021     76.283803      1.845644
      4.700022     77.229365      1.862180
      4.750025     78.180469      1.878649
      4.800027     79.137173      1.894325
      4.849999     80.085487      1.909899
      4.900001     81.039070      1.925807
      4.950004     81.994342      1.941529
      5.000005     82.945030      1.957326
      5.050007     83.906242      1.972520
      5.100010     84.857393      1.987781
      5.150012     85.810477      2.003165
      5.200014     86.768962      2.018597
      5.250017     87.724373      2.033951
      5.300018     88.671525      2.049173
      5.350021     89.633216      2.064582
      5.400023     90.585410      2.080098
      5.450025     91.542483      2.095344
      5.500028     92.497234      2.110286
      5.549999     93.445012      2.125321
      5.600001     94.407878      2.140684
      5.650003     95.361738      2.157074
      5.700006     96.318481      2.173594
      5.750008     97.271713      2.189623
      5.800010     98.231553      2.204842
      5.850013     99.188794      2.219150
      5.900014    100.133930      2.233064
      5.950016    101.090146      2.247052
      6.000019    102.042904      2.261167
      6.050021    102.999875      2.275457
      6.100024    103.959417      2.289783
      6.150025    104.915169      2.303959
      6.200027    105.860187      2.318243
      6.249999    106.814464      2.332746
      6.300001    107.772802      2.347386
      6.350004    108.725639      2.361233
      6.400006    109.677189      2.374978
      6.450008    110.629410      2.389606
      6.500010    111.585898      2.404541
      6.550012    112.542564      2.419326
      6.600015    113.496948      2.433548
      6.650017    114.446227      2.447263
      6.700019    115.398847      2.460583
      6.750021    116.353862      2.474586
      6.800023    117.309203      2.489202
      6.850026    118.260563      2.503333
      6.900028    119.219939      2.516906
      6.950000    120.167606      2.529793
      7.000002    121.124269      2.542184
      7.050004    122.080481      2.554313
      7.100006    123.033237      2.567427
      7.150008    123.990816      2.581121
      7.200011    124.939919      2.595155
      7.250013    125.889938      2.608762
      7.300015    126.845055      2.622168
      7.350017    127.796214      2.634660
      7.400019    128.750525      2.647185
      7.450022    129.707063      2.659434
      7.500024    130.661942      2.671801
      7.550026    131.624485      2.685129
      7.599998    132.582938      2.698833
      7.649999    133.541983      2.712082
      7.700002    134.490573      2.725227
      7.750004    135.437080      2.738217
      7.800007    136.392697      2.750702
      7.850009    137.346748      2.763280
      7.900010    138.293896      2.776310
      7.950013    139.254974      2.788892
      8.000015    140.206005      2.801314
      8.050017    141.158369      2.813470
      8.100020    142.111934      2.825204
      8.150022    143.063528      2.837047
      8.200024    144.020673      2.849048
      8.250026    144.977319      2.861314
      8.299998    145.926802      2.873513
      8.350000    146.882047      2.885774
      8.400002    147.835763      2.897907
      8.450005    148.785051      2.909865
      8.500006    149.749886      2.921786
      8.550009    150.703688      2.933248
      8.600011    151.657936      2.945090
      8.650013    152.618079      2.956785
      8.700016    153.576204      2.968714
      8.750018    154.531901      2.980427
