      114.82     -0.2041     1443.83   14
      113.79     -0.2041     1460.25   14
      112.73     -0.2041     1477.94   14
      111.70     -0.2040     1495.62   14
      110.64     -0.2041     1514.57   14
      109.61     -0.2035     1533.52   14
      108.56     -0.2038     1553.73   14
      107.54     -0.2035     1573.95   14
      106.51     -0.2035     1595.42   14
      105.46     -0.2035     1618.16   14
      104.44     -0.2035     1641.34   14
      104.33     -0.2034     1643.87   14
      104.23     -0.2035     1646.39   14
      104.12     -0.2034     1648.92   14
      104.01     -0.2033     1651.45   14
      103.91     -0.2035     1653.97   14
      103.80     -0.2034     1656.50   14
      103.70     -0.2034     1659.03   14
      103.59     -0.2035     1661.55   14
      103.49     -0.2031     1664.08   14
      103.39     -0.2031     1666.61   14
      103.28     -0.2036     1669.13   14
      103.18     -0.2032     1671.66   14
      103.08     -0.2029     1674.19   14
      102.98     -0.2032     1676.71   14
      102.88     -0.2033     1679.24   14
      102.77     -0.2031     1681.77   14
      102.67     -0.2034     1684.29   14
      102.53     -0.2034     1688.08   14
      102.38     -0.2035     1691.87   14
      102.23     -0.2035     1695.66   14
      102.08     -0.2036     1699.45   14
      101.94     -0.2034     1703.24   14
      101.80     -0.2034     1707.03   14
      101.65     -0.2034     1710.82   14
      101.51     -0.2035     1714.61   14
      101.37     -0.2033     1718.40   14
      101.23     -0.2033     1722.19   14
      101.10     -0.2035     1725.98   14
      100.96     -0.2034     1729.77   14
      100.82     -0.2033     1733.56   14
      100.69     -0.2033     1737.35   14
      100.56     -0.2031     1741.14   14
      100.42     -0.2029     1744.93   14
      100.29     -0.2031     1748.72   14
      100.16     -0.2033     1752.51   14
      100.03     -0.2031     1756.30   14
       99.90     -0.2033     1760.09   14
       99.77     -0.2032     1763.88   14
       99.65     -0.2032     1767.67   14
       99.52     -0.2031     1771.46   14
       99.39     -0.2029     1775.25   14
       99.27     -0.2028     1779.04   14
       99.15     -0.2030     1782.83   14
       99.03     -0.2030     1786.62   14
       98.91     -0.2029     1790.41   14
       98.79     -0.2029     1794.20   14
       98.66     -0.2033     1797.99   14
       98.55     -0.2035     1801.78   14
       98.43     -0.2028     1805.57   14
       98.31     -0.2031     1809.36   14
       98.19     -0.2032     1813.15   14
       98.08     -0.2032     1816.94   14
       97.97     -0.2030     1820.73   14
       97.85     -0.2031     1824.52   14
       97.75     -0.2030     1828.31   14
       97.63     -0.2032     1832.10   14
       97.52     -0.2032     1835.89   14
       97.41     -0.2028     1839.68   14
       97.30     -0.2029     1843.47   14
       97.19     -0.2027     1847.26   14
       97.09     -0.2029     1851.05   14
       96.98     -0.2028     1854.84   14
       96.87     -0.2029     1858.63   14
       96.77     -0.2029     1862.42   14
       96.66     -0.2029     1866.21   14
       96.56     -0.2031     1869.99   14
       96.46     -0.2030     1873.78   14
       96.36     -0.2029     1877.57   14
       96.26     -0.2031     1881.36   14
       96.12     -0.2031     1886.42   14
       95.99     -0.2028     1891.47   14
       95.86     -0.2030     1896.52   14
       95.73     -0.2031     1901.58   14
       95.61     -0.2027     1906.63   14
       95.48     -0.2030     1911.68   14
       95.35     -0.2027     1916.74   14
       95.23     -0.2026     1921.79   14
       95.11     -0.2027     1926.84   14
       94.99     -0.2027     1931.90   14
       94.86     -0.2026     1936.95   14
       94.75     -0.2016     1942.00   14
       94.63     -0.1987     1947.06   14
       94.51     -0.1939     1952.11   14
       94.40     -0.1883     1957.16   14
       94.28     -0.1835     1962.21   14
       94.17     -0.1782     1967.27   14
       94.06     -0.1735     1972.32   14
       93.95     -0.1682     1977.37   14
       93.84     -0.1635     1982.43   14
       93.73     -0.1578     1987.48   14
       93.62     -0.1530     1992.53   14
       93.52     -0.1473     1997.59   14
       93.41     -0.1420     2002.64   14
       93.31     -0.1363     2007.69   14
       93.21     -0.1300     2012.75   14
       93.10     -0.1239     2017.80   14
       93.00     -0.1168     2022.85   14
       92.88     -0.1076     2029.17   14
       92.75     -0.0973     2035.49   14
       92.63     -0.0852     2041.80   14
       92.54     -0.0745     2046.86   14
       92.44     -0.0619     2051.91   14
       92.37     -0.0515     2055.70   14
       92.30     -0.0400     2059.49   14
       92.23     -0.0274     2063.28   14
       92.16     -0.0146     2067.07   14
       92.09     -0.0011     2070.86   14
       92.03      0.0120     2074.65   14
       91.96      0.0249     2078.44   14
       91.89      0.0375     2082.23   14
       91.83      0.0492     2086.02   14
       91.76      0.0596     2089.81   14
       91.67      0.0726     2094.86   14
       91.59      0.0838     2099.91   14
       91.50      0.0941     2104.97   14
       91.42      0.1042     2110.02   14
       91.31      0.1165     2116.34   14
       91.22      0.1272     2121.83   14
       91.14      0.1374     2126.94   14
       91.06      0.1476     2131.99   14
       90.98      0.1577     2137.04   14
       90.90      0.1678     2142.10   14
       90.80      0.1793     2148.41   14
       90.70      0.1902     2154.73   14
       90.59      0.2019     2162.31   14
       90.48      0.2119     2169.89   14
       90.36      0.2207     2177.47   14
       90.26      0.2278     2185.05   14
       90.15      0.2341     2192.63   14
       90.04      0.2395     2200.21   14
       89.94      0.2440     2207.79   14
       89.83      0.2478     2215.37   14
       89.73      0.2512     2222.95   14
       89.63      0.2542     2230.53   14
       89.52      0.2572     2239.37   14
       89.40      0.2595     2248.21   14
       89.29      0.2617     2257.05   14
       89.18      0.2637     2265.90   14
       89.08      0.2653     2274.74   14
       88.97      0.2667     2283.58   14
       88.87      0.2679     2292.43   14
       88.77      0.2689     2301.27   14
       88.65      0.2700     2311.38   14
       88.54      0.2713     2321.48   14
       88.43      0.2721     2331.59   14
       88.32      0.2730     2341.70   14
       88.22      0.2737     2351.80   14
       88.11      0.2745     2361.91   14
       88.01      0.2752     2372.01   14
       87.90      0.2757     2383.38   14
       87.79      0.2760     2394.75   14
       87.68      0.2765     2406.12   14
       87.58      0.2771     2417.49   14
       87.48      0.2771     2428.86   14
       87.38      0.2779     2440.23   14
       87.27      0.2781     2452.86   14
       87.16      0.2784     2465.50   14
       87.06      0.2791     2478.13   14
       86.95      0.2790     2490.76   14
       86.85      0.2793     2504.66   14
       86.74      0.2794     2518.56   14
       86.64      0.2799     2532.45   14
       86.54      0.2800     2546.35   14
       86.43      0.2804     2561.51   14
