Shimadzu measurement
Filename
749Labor_aprilis_14_Acel.dat
Identifier
2mN/s meres
Date 2016:4:14
Time 10:18
Indentsize=0 [æm]
 Time [s]         Load [mN]       Displ [æm] 
     15.049988    146.942008      2.226239
     15.099991    145.992696      2.224702
     15.149993    145.034553      2.223198
     15.199995    144.075788      2.221965
     15.249997    143.121345      2.220673
     15.299999    142.165299      2.219327
     15.350002    141.205979      2.217933
     15.400004    140.251038      2.216312
     15.450006    139.295153      2.214669
     15.500008    138.341471      2.213191
     15.550010    137.394656      2.211617
     15.600012    136.437539      2.210383
     15.650015    135.477867      2.208906
     15.700017    134.524438      2.207639
     15.749989    133.573578      2.206558
     15.799990    132.622587      2.205525
     15.849993    131.664155      2.204412
     15.899995    130.713064      2.203044
     15.949998    129.762475      2.201874
     16.000000    128.807457      2.200516
     16.050002    127.856387      2.199172
     16.100004    126.894221      2.197840
     16.150006    125.946483      2.196397
     16.200008    124.993419      2.194915
     16.250011    124.034342      2.193398
     16.300013    123.076567      2.192033
     16.350016    122.124846      2.190621
     16.400017    121.161485      2.189168
     16.449989    120.210840      2.187737
     16.499991    119.250887      2.186145
     16.549993    118.291104      2.184834
     16.599996    117.339406      2.183532
     16.649998    116.380338      2.182054
     16.700000    115.431116      2.180664
     16.750002    114.473665      2.179046
     16.800004    113.514301      2.177408
     16.850007    112.559320      2.175688
     16.900009    111.599127      2.174141
     16.950010    110.639737      2.172749
     17.000013    109.688394      2.171190
     17.050015    108.740632      2.169849
     17.100018    107.782663      2.168458
     17.149989    106.832600      2.167145
     17.199992    105.876833      2.165781
     17.249993    104.925089      2.164248
     17.299995    103.972082      2.162807
     17.349998    103.013666      2.161327
     17.400000    102.055265      2.159690
     17.450003    101.099320      2.158095
     17.500005    100.144973      2.156171
     17.550006     99.189623      2.154744
     17.600009     98.235814      2.152972
     17.650011     97.278506      2.151194
     17.700013     96.321713      2.149471
     17.750016     95.370266      2.147616
     17.799988     94.412644      2.145885
     17.849989     93.459840      2.144144
     17.899991     92.505269      2.142334
     17.949994     91.556433      2.140460
     17.999996     90.592004      2.138773
     18.049999     89.635516      2.137072
     18.100001     88.686175      2.135236
     18.150002     87.732889      2.133400
     18.200005     86.774223      2.131382
     18.250007     85.820479      2.129505
     18.300009     84.875438      2.127754
     18.350012     83.924192      2.125873
     18.400014     82.975906      2.124302
     18.450015     82.013194      2.122278
     18.500018     81.057030      2.120518
     18.549990     80.109811      2.118506
     18.599992     79.151112      2.116757
     18.649994     78.196728      2.114816
     18.699996     77.248059      2.112642
     18.749998     76.291107      2.110502
     18.800001     75.335854      2.108210
     18.850003     74.374806      2.106208
     18.900005     73.418309      2.104102
     18.950008     72.463466      2.101839
     19.000009     71.507061      2.099498
     19.050011     70.548638      2.097025
     19.100013     69.596334      2.094555
     19.150015     68.644044      2.092149
     19.200018     67.696650      2.089617
     19.249989     66.739623      2.086972
     19.299992     65.777590      2.084408
     19.349993     64.819596      2.081430
     19.399995     63.862184      2.078322
     19.449998     62.905908      2.074915
     19.500000     61.940277      2.071421
     19.550003     60.982708      2.067788
     19.600005     60.036055      2.063847
     19.650006     59.085188      2.060056
     19.700009     58.126868      2.055972
     19.750011     57.174047      2.051687
     19.800013     56.223732      2.047281
     19.850016     55.269571      2.042583
     19.899988     54.317441      2.037744
     19.949989     53.364086      2.032718
     19.999991     52.410851      2.027462
     20.049994     51.460164      2.021816
     20.099996     50.506889      2.016125
     20.149999     49.542127      2.010209
     20.200001     48.587171      2.003847
     20.250002     47.639208      1.997450
     20.300005     46.679838      1.990960
     20.350007     45.723631      1.984265
     20.400009     44.764776      1.977262
     20.450012     43.814525      1.969800
     20.500014     42.858590      1.962169
     20.550015     41.890214      1.953958
     20.600018     40.932615      1.945714
     20.649990     39.979222      1.937073
     20.699992     39.022290      1.927771
     20.749994     38.070717      1.917812
     20.799996     37.119085      1.907384
     20.849998     36.164959      1.896533
     20.900001     35.205536      1.885486
     20.950003     34.247449      1.874140
     21.000005     33.296059      1.862159
     21.050008     32.339708      1.849056
     21.100009     31.383165      1.834334
     21.150011     30.434385      1.818460
     21.200014     29.478553      1.800632
     21.250016     28.517594      1.780987
     21.299988     27.569112      1.759766
     21.349990     26.615989      1.736761
     21.399992     25.661131      1.712821
     21.449994     24.700439      1.687857
     21.499996     23.735717      1.661850
     21.549999     22.793003      1.634598
     21.600001     21.832864      1.605737
     21.650004     20.881458      1.574941
     21.700005     19.920821      1.543074
     21.750007     18.966524      1.509816
     21.800010     18.015493      1.475428
     21.850012     17.058855      1.440024
     21.900014     16.108768      1.403521
     21.950017     15.159084      1.366151
     21.999988     14.199997      1.328307
     22.049990     13.244653      1.289914
     22.099992     12.288408      1.250356
     22.149995     11.344777      1.210480
     22.199997     10.383204      1.168306
     22.250000      9.426844      1.125588
     22.300001      8.475176      1.070784
     22.350003      7.539328      0.980628
     22.400006      6.603069      0.797434
     22.450008      5.665220      0.469167
     22.500010      4.893178     -0.049971
     22.550012      4.317361     -0.621506
     22.600014      3.874810     -1.160912
     22.650016      3.584549     -1.481703
     22.699988      3.402050     -1.592249
     22.749991      3.334237     -1.497647
     22.799993      3.362319     -1.338468
     22.849994      3.496848     -1.157975
     22.899997      3.699711     -0.978257
     22.949999      3.985440     -0.807845
     23.000002      4.335980     -0.649774
     23.050004      4.759501     -0.504946
     23.100006      5.236496     -0.372649
     23.150008      5.742087     -0.251994
     23.200010      6.294776     -0.142611
     23.250012      6.894127     -0.042457
     23.300015      7.533031      0.048902
     23.350017      8.203262      0.132224
     23.399989      8.902906      0.209960
     23.449990      9.626582      0.282791
     23.499993     10.376158      0.350842
     23.549995     11.136837      0.414468
     23.599997     11.925820      0.474173
     23.650000     12.731731      0.528640
     23.700002     13.544944      0.579674
     23.750004     14.368999      0.628352
     23.800006     15.208917      0.675396
     23.850008     16.063112      0.720727
     23.900011     16.928934      0.764760
     23.950013     17.807052      0.808845
     24.000014     18.692575      0.851146
