Shimadzu measurement
Filename
742Labor_aprilis_14_Cu.dat
Identifier
2mN/s meres
Date 2016:4:14
Time 9:41
Indentsize=0 [æm]
 Time [s]         Load [mN]       Displ [æm] 
     18.499987     84.041962      2.137262
     18.549989     83.086579      2.136546
     18.599991     82.127245      2.135474
     18.649993     81.169239      2.134449
     18.699996     80.220973      2.133465
     18.749998     79.262551      2.132458
     18.800001     78.309638      2.131673
     18.850002     77.340930      2.130601
     18.900004     76.389747      2.129208
     18.950007     75.434803      2.127772
     19.000009     74.474644      2.126357
     19.050011     73.518337      2.125389
     19.100014     72.557561      2.124152
     19.149985     71.598867      2.123099
     19.199987     70.647540      2.122090
     19.249989     69.692467      2.120939
     19.299992     68.740127      2.119902
     19.349994     67.792687      2.118420
     19.399995     66.828906      2.117513
     19.449998     65.871169      2.115903
     19.500000     64.918263      2.114699
     19.550003     63.965430      2.113432
     19.600005     63.013886      2.111986
     19.650007     62.058617      2.110685
     19.700009     61.100607      2.109148
     19.750011     60.142571      2.107826
     19.800013     59.182071      2.106452
     19.849985     58.231560      2.105033
     19.899988     57.273560      2.103634
     19.949990     56.322857      2.102192
     19.999991     55.361022      2.101077
     20.049994     54.400764      2.099524
     20.099996     53.449861      2.097821
     20.149999     52.503104      2.096227
     20.200001     51.544210      2.094244
     20.250003     50.586599      2.092398
     20.300005     49.635027      2.090309
     20.350007     48.677292      2.088429
     20.400009     47.721334      2.086554
     20.450012     46.767587      2.084805
     20.500014     45.812168      2.082927
     20.549986     44.854022      2.080991
     20.599987     43.901358      2.078945
     20.649990     42.952406      2.076797
     20.699992     41.992756      2.074498
     20.749994     41.039349      2.072124
     20.799997     40.086066      2.069682
     20.849999     39.137777      2.067424
     20.900001     38.182998      2.065147
     20.950003     37.221767      2.062975
     21.000005     36.270597      2.060350
     21.050008     35.315056      2.057926
     21.100010     34.356191      2.055683
     21.150011     33.399216      2.053359
     21.200014     32.437840      2.051024
     21.249986     31.484099      2.048983
     21.299988     30.531126      2.046841
     21.349990     29.569689      2.044608
     21.399993     28.616504      2.042171
     21.449994     27.664642      2.039978
     21.499996     26.707256      2.037638
     21.549999     25.752834      2.035532
     21.600001     24.796197      2.032965
     21.650004     23.835124      2.030289
     21.700006     22.878604      2.027331
     21.750007     21.920689      2.024485
     21.800010     20.959687      2.021802
     21.850012     20.002010      2.019571
     21.900014     19.043664      2.016952
     21.949986     18.094482      2.014656
     21.999989     17.139508      2.011980
     22.049990     16.183594      2.009449
     22.099992     15.229887      2.006682
     22.149995     14.272672      2.003643
     22.199997     13.314741      2.000359
     22.250000     12.350063      1.997281
     22.300002     11.394571      1.994023
     22.350003     10.448567      1.990419
     22.400006      9.489130      1.981438
     22.450008      8.554834      1.954922
     22.500010      7.610818      1.866970
     22.550013      6.659272      1.669464
     22.600014      5.890773      1.392281
