Shimadzu measurement
Filename
739Labor_aprilis_14_Al.dat
Identifier
2mN/s meres
Date 2016:4:14
Time 9:24
Indentsize=0 [æm]
 Time [s]         Load [mN]       Displ [æm] 
      8.449974    149.019129      4.336311
      8.499976    149.980558      4.351534
      8.549979    150.931904      4.366637
      8.599981    151.890047      4.381940
      8.649983    152.853695      4.397604
      8.699986    153.810701      4.413655
      8.749987    154.766002      4.430177
      8.799990    155.720379      4.446511
      8.849992    156.677586      4.462676
      8.899994    157.634900      4.478568
      8.949997    158.583763      4.494396
      8.999999    159.541502      4.509984
      9.050000    160.500514      4.524869
      9.099971    161.461283      4.539546
      9.149974    162.416308      4.554037
      9.199976    163.377150      4.568239
      9.249978    164.337735      4.582669
      9.299981    165.288933      4.596754
      9.349983    166.247552      4.610591
      9.399984    167.201252      4.624814
      9.449987    168.157851      4.639263
      9.499989    169.117668      4.653975
      9.549992    170.077940      4.668499
      9.599994    171.031298      4.683034
      9.649996    171.991250      4.697459
      9.699998    172.956527      4.712029
      9.750000    173.920493      4.726362
      9.799972    174.879006      4.740605
      9.849974    175.827728      4.754888
      9.899977    176.794495      4.769269
      9.949979    177.753698      4.784165
      9.999980    178.719522      4.799341
     10.049983    179.677875      4.814709
     10.099985    180.637441      4.829883
     10.149988    181.609694      4.844943
     10.199990    182.572004      4.859474
     10.249992    183.438082      4.873833
     10.299994    184.213891      4.887428
     10.349996    184.911508      4.900640
     10.399998    185.548519      4.913141
     10.450001    186.126712      4.924881
     10.499973    186.637930      4.935934
     10.549974    187.098027      4.946310
     10.599976    187.510282      4.955831
     10.649979    187.879481      4.965010
     10.699981    188.217864      4.973699
     10.749983    188.518746      4.981824
     10.799986    188.791371      4.989686
     10.849987    189.036124      4.997189
     10.899990    189.260673      5.004002
     10.949992    189.458495      5.010440
     10.999994    189.637756      5.016661
     11.049997    189.799701      5.022443
     11.099999    189.947282      5.027647
     11.150000    190.075833      5.032757
     11.199972    190.200074      5.037235
     11.249975    190.305787      5.041692
     11.299977    190.397877      5.046069
     11.349979    190.480147      5.050009
     11.399982    190.550529      5.053677
     11.449983    190.615703      5.057161
     11.499985    190.674360      5.060419
     11.549988    190.733255      5.063656
     11.599990    190.783208      5.066448
     11.649993    190.828777      5.069265
     11.699995    190.872230      5.071801
     11.749996    190.905845      5.074144
     11.799999    190.937929      5.076253
     11.849971    190.971077      5.078395
     11.899973    190.997859      5.080506
     11.949975    191.021962      5.082528
     11.999978    191.038773      5.084470
     12.049979    191.058174      5.086584
     12.099981    191.079298      5.088853
     12.149984    191.090375      5.090833
     12.199986    191.105227      5.092860
     12.249989    191.113710      5.094562
     12.299990    191.124398      5.096155
     12.349992    191.044904      5.098077
     12.399995    190.873870      5.099685
     12.449997    190.621061      5.100827
     12.499999    190.303810      5.102037
     12.549971    189.911472      5.102944
     12.599973    189.465592      5.103882
     12.649975    188.965421      5.104665
     12.699977    188.424324      5.105309
     12.749980    187.840289      5.105827
     12.799982    187.215169      5.106354
     12.849984    186.559786      5.106829
     12.899986    185.869232      5.107012
     12.949988    185.158621      5.106811
     12.999991    184.426296      5.106508
     13.049993    183.662221      5.106296
     13.099995    182.882999      5.105922
     13.149998    182.082822      5.105769
     13.199999    181.268056      5.105386
     13.249971    180.438940      5.105165
     13.299973    179.594467      5.104843
     13.349976    178.734343      5.104553
     13.399978    177.872339      5.104048
     13.449980    177.000099      5.103533
     13.499982    176.108879      5.102764
     13.549984    175.210345      5.102194
     13.599986    174.313772      5.101742
     13.649989    173.418964      5.101213
     13.699991    172.501942      5.100493
     13.749993    171.594222      5.099906
     13.799995    170.684500      5.099134
     13.849997    169.765041      5.098438
     13.900000    168.840480      5.097568
     13.949972    167.914379      5.096786
     13.999974    166.982621      5.096142
     14.049975    166.047601      5.095502
     14.099978    165.107815      5.094803
     14.149980    164.175947      5.094053
     14.199982    163.242660      5.093316
     14.249985    162.296499      5.092776
     14.299987    161.358282      5.092045
     14.349989    160.406464      5.090960
     14.399990    159.462546      5.089983
     14.449992    158.518414      5.089471
     14.499995    157.575309      5.088765
     14.549997    156.627027      5.088069
     14.599999    155.675915      5.087199
     14.649971    154.732022      5.086537
     14.699973    153.784250      5.085942
     14.749975    152.823222      5.085040
     14.799977    151.875287      5.084289
     14.849980    150.929371      5.083430
     14.899982    149.975506      5.082657
     14.949984    149.018760      5.081535
     14.999986    148.061251      5.080646
     15.049988    147.118925      5.079907
     15.099991    146.164019      5.079365
     15.149993    145.212438      5.078388
     15.199995    144.252255      5.077387
     15.249998    143.295315      5.076547
     15.299999    142.340073      5.076035
     15.349971    141.393074      5.075575
     15.399973    140.440066      5.074977
     15.449976    139.487142      5.074500
     15.499978    138.532463      5.074071
     15.549980    137.578035      5.073440
     15.599982    136.617731      5.072751
     15.649984    135.660071      5.072008
     15.699986    134.698689      5.071157
     15.749989    133.742501      5.070452
     15.799991    132.783054      5.069634
     15.849994    131.831659      5.068837
     15.899995    130.863708      5.068180
     15.949997    129.908322      5.067407
     16.000000    128.950206      5.066466
     16.049972    127.992686      5.065497
     16.099974    127.038143      5.064748
     16.149975    126.087500      5.064012
     16.199978    125.135485      5.063350
     16.249980    124.179182      5.062693
     16.299982    123.217189      5.062102
     16.349985    122.264114      5.061447
     16.399987    121.311131      5.060737
     16.449988    120.355177      5.060158
     16.499991    119.401434      5.059332
     16.549993    118.449680      5.058527
     16.599996    117.490561      5.057986
     16.649998    116.530306      5.057011
     16.700000    115.580016      5.055950
