Shimadzu measurement
Filename
758Labor_aprilis_14_45Mg.dat
Identifier
2mN/s meres
Date 2016:4:14
Time 11:10
Indentsize=0 [æm]
 Time [s]         Load [mN]       Displ [æm] 
     15.249997    145.059465      2.900447
     15.299999    144.105239      2.899749
     15.350002    143.151829      2.898876
     15.400004    142.199154      2.898213
     15.449975    141.231271      2.897738
     15.499977    140.273506      2.896945
     15.549979    139.310807      2.896352
     15.599982    138.365642      2.895575
     15.649984    137.409400      2.894998
     15.699987    136.459671      2.894540
     15.749988    135.499321      2.893700
     15.799990    134.542843      2.893310
     15.849993    133.588626      2.892410
     15.899995    132.627291      2.891600
     15.949997    131.677860      2.890749
     16.000000    130.728766      2.889922
     16.050001    129.769599      2.889177
     16.100004    128.813574      2.888019
     16.149975    127.859766      2.886977
     16.199978    126.912226      2.885978
     16.249980    125.959341      2.885017
     16.299982    125.008970      2.884336
     16.349984    124.053537      2.883052
     16.399986    123.095379      2.882262
     16.449989    122.147586      2.881307
     16.499991    121.195084      2.880509
     16.549993    120.243836      2.879485
     16.599996    119.288224      2.878869
     16.649997    118.331737      2.878375
     16.699999    117.370799      2.877687
     16.750002    116.413180      2.877006
     16.800004    115.455496      2.876089
     16.849976    114.500195      2.875324
     16.899977    113.547039      2.874697
     16.949980    112.589710      2.873766
     16.999982    111.632288      2.872867
     17.049985    110.674780      2.872180
     17.099987    109.715977      2.871928
     17.149989    108.770044      2.871396
     17.199991    107.816774      2.871040
     17.249993    106.860564      2.870413
     17.299995    105.913913      2.869606
     17.349998    104.955725      2.869062
     17.400000    104.002412      2.868267
     17.450003    103.051655      2.867552
     17.500004    102.100147      2.866725
     17.549975    101.141860      2.865798
     17.599977    100.186627      2.864903
     17.649979     99.246960      2.864097
     17.699982     98.287122      2.863494
     17.749984     97.331713      2.862890
     17.799987     96.378460      2.862163
     17.849988     95.419823      2.861265
     17.899990     94.466106      2.859907
     17.949993     93.509493      2.859051
     17.999995     92.547221      2.858220
     18.049997     91.596946      2.857533
     18.100000     90.634886      2.856854
     18.150001     89.679309      2.856120
     18.200004     88.726514      2.855338
     18.249975     87.762796      2.854817
     18.299978     86.807558      2.854348
     18.349980     85.844693      2.853316
     18.399982     84.884729      2.852387
     18.449984     83.937753      2.851734
     18.499986     82.977440      2.851452
     18.549989     82.024656      2.851136
     18.599991     81.073765      2.850669
     18.649993     80.116034      2.850005
     18.699996     79.162521      2.849041
     18.749997     78.207922      2.847990
     18.799999     77.257840      2.847166
     18.850002     76.297783      2.846181
     18.900004     75.342179      2.845538
     18.949976     74.386918      2.844960
     18.999977     73.427695      2.844378
     19.049980     72.474671      2.843549
     19.099982     71.522343      2.842437
     19.149985     70.566370      2.841680
     19.199987     69.617491      2.840877
     19.249989     68.673168      2.840155
     19.299991     67.715242      2.838894
     19.349993     66.751789      2.837820
     19.399995     65.796180      2.836854
     19.449998     64.842135      2.835801
     19.500000     63.882175      2.834487
     19.550002     62.929099      2.833244
     19.600004     61.967569      2.831941
     19.649976     61.014910      2.830891
     19.699978     60.059249      2.829824
     19.749980     59.103937      2.828559
     19.799983     58.144669      2.827481
     19.849985     57.192214      2.826267
     19.899987     56.244671      2.825296
     19.949989     55.290563      2.824056
     19.999991     54.331156      2.822696
     20.049994     53.377966      2.821655
     20.099996     52.424269      2.820474
     20.149998     51.469505      2.819411
     20.200000     50.508897      2.818089
     20.250002     49.554017      2.817081
     20.300005     48.604901      2.816052
     20.349976     47.657922      2.814821
     20.399979     46.711646      2.813042
     20.449981     45.748301      2.811502
     20.499982     44.789736      2.809932
     20.549985     43.840967      2.808276
     20.599987     42.883924      2.806907
     20.649990     41.929200      2.805186
     20.699992     40.977174      2.803272
     20.749993     40.018420      2.801488
     20.799996     39.067039      2.799821
     20.849998     38.102762      2.797955
     20.900000     37.148852      2.795909
     20.950003     36.184741      2.794007
     20.999975     35.229759      2.792111
     21.049976     34.273228      2.790650
     21.099978     33.309809      2.789090
     21.149981     32.357282      2.787077
     21.199983     31.407233      2.785386
     21.249986     30.458193      2.783254
     21.299988     29.500906      2.781275
     21.349989     28.541690      2.779249
     21.399992     27.581348      2.777120
     21.449994     26.637694      2.775205
     21.499996     25.679760      2.772932
     21.549999     24.727897      2.770886
     21.600001     23.777225      2.768983
     21.650002     22.819079      2.766844
     21.700005     21.863973      2.764552
     21.749977     20.915875      2.762367
     21.799979     19.958826      2.759974
     21.849981     19.008979      2.757087
     21.899984     18.047304      2.754429
     21.949985     17.100008      2.752280
     21.999988     16.141849      2.749796
     22.049990     15.183069      2.747317
     22.099992     14.225562      2.744476
     22.149995     13.265536      2.742101
     22.199996     12.311180      2.739598
     22.249998     11.347888      2.736735
     22.300001     10.396085      2.734036
     22.350003      9.444856      2.730875
     22.399975      8.494144      2.718630
     22.449977      7.556715      2.674406
     22.499979      6.617813      2.555929
     22.549981      5.855199      2.402485
     22.599983      5.279933      2.297284
     22.649986      4.847644      2.301298
     22.699988      4.559903      2.329997
     22.749991      4.394322      2.366263
     22.799992      4.317932      2.401343
     22.849993      4.346228      2.433648
     22.899996      4.474236      2.463211
     22.949998      4.684658      2.490062
     23.000000      4.968645      2.514350
     23.050003      5.324942      2.536514
     23.099975      5.734112      2.556706
     23.149976      6.206737      2.575367
     23.199978      6.730978      2.591979
     23.249981      7.283362      2.607418
     23.299983      7.890983      2.621679
     23.349986      8.523293      2.634636
     23.399988      9.190639      2.646847
     23.449989      9.886468      2.658020
     23.499992     10.598774      2.668381
     23.549994     11.344832      2.677888
     23.599996     12.107838      2.686689
     23.649999     12.886708      2.694916
     23.700001     13.683518      2.702502
     23.750002     14.501356      2.709880
     23.800005     15.324692      2.716458
     23.849977     16.167625      2.722867
     23.899979     17.023922      2.728879
     23.949981     17.883092      2.734535
     23.999984     18.761937      2.739624
     24.049985     19.646283      2.744693
